Date,Store,City,Product,Category,Unit_Price,Quantity,Revenue,Cost,Profit
2024-01-01,Store_4,Nagpur,Product_41,Beverages,391.77,2,783.54,483.4,300.14
2024-01-01,Store_4,Raipur,Product_4,Stationery,413.51,3,1240.53,942.28,298.25
2024-01-01,Store_4,Ranchi,Product_42,Snacks,191.24,1,191.24,120.11,71.13000000000001
2024-01-01,Store_4,Lucknow,Product_25,Snacks,84.25,1,84.25,71.48,12.769999999999996
2024-01-01,Store_4,Ranchi,Product_40,Personal Care,295.93,3,887.79,795.96,91.82999999999993
2024-01-01,Store_4,Bhopal,Product_5,Beverages,415.35,2,830.7,599.14,231.56000000000006
2024-01-01,Store_5,Varanasi,Product_30,Beverages,251.94,4,1007.76,805.89,201.87
2024-01-01,Store_5,Nagpur,Product_38,Snacks,117.99,4,471.96,371.02,100.94
2024-01-01,Store_5,Bhopal,Product_42,Stationery,429.41,1,429.41,314.52,114.89000000000004
2024-01-01,Store_5,Jabalpur,Product_1,Stationery,219.76,1,219.76,133.9,85.85999999999999
2024-01-01,Store_5,Udaipur,Product_23,Stationery,489.65,4,1958.6,1255.26,703.3399999999999
2024-01-01,Store_6,Indore,Product_30,Beverages,63.66,2,127.32,109.78,17.539999999999992
2024-01-01,Store_6,Nagpur,Product_46,Stationery,354.94,2,709.88,496.95,212.93
2024-01-01,Store_6,Bhopal,Product_44,Beverages,119.1,1,119.1,98.92,20.179999999999993
2024-01-01,Store_6,Bhopal,Product_31,Personal Care,64.26,1,64.26,44.53,19.730000000000004
2024-01-01,Store_6,Lucknow,Product_2,Snacks,138.95,3,416.85,308.11,108.74000000000001
2024-01-01,Store_6,Udaipur,Product_44,Stationery,315.22,2,630.44,542.33,88.11000000000001
2024-01-01,Store_6,Nagpur,Product_12,Personal Care,489.96,3,1469.88,1320.27,149.61000000000013
2024-01-01,Store_7,Jabalpur,Product_32,Personal Care,240.49,4,961.96,813.48,148.48000000000002
2024-01-01,Store_7,Bhopal,Product_43,Grocery,336.74,3,1010.22,666.83,343.39
2024-01-01,Store_7,Udaipur,Product_8,Snacks,395.32,2,790.64,501.49,289.15
2024-01-01,Store_7,Ranchi,Product_24,Grocery,203.25,4,813.0,680.15,132.85000000000002
2024-01-01,Store_7,Jabalpur,Product_3,Beverages,98.26,3,294.78,230.75,64.02999999999997
2024-01-01,Store_7,Ranchi,Product_16,Grocery,419.75,4,1679.0,1179.04,499.96000000000004
2024-01-01,Store_7,Varanasi,Product_31,Beverages,461.91,3,1385.73,1126.05,259.68000000000006
2024-01-01,Store_7,Jodhpur,Product_15,Stationery,171.2,4,684.8,413.48,271.31999999999994
2024-01-01,Store_7,Jodhpur,Product_20,Snacks,257.07,1,257.07,181.05,76.01999999999998
2024-01-01,Store_8,Bhopal,Product_39,Snacks,409.49,3,1228.47,1080.65,147.81999999999994
2024-01-01,Store_8,Jabalpur,Product_12,Grocery,431.66,1,431.66,265.06,166.60000000000002
2024-01-01,Store_8,Bhopal,Product_44,Stationery,267.34,3,802.02,604.81,197.21000000000004
2024-01-01,Store_8,Jabalpur,Product_10,Grocery,23.62,1,23.62,20.1,3.5199999999999996
2024-01-01,Store_8,Nagpur,Product_5,Personal Care,202.91,4,811.64,592.3,219.34000000000003
2024-01-01,Store_8,Bhopal,Product_13,Personal Care,259.79,2,519.58,401.61,117.97000000000003
2024-01-01,Store_8,Indore,Product_33,Beverages,259.81,2,519.62,449.73,69.88999999999999
2024-01-01,Store_8,Lucknow,Product_11,Grocery,191.67,1,191.67,156.6,35.06999999999999
2024-01-01,Store_9,Jabalpur,Product_16,Beverages,260.79,4,1043.16,936.95,106.21000000000004
2024-01-01,Store_9,Bhopal,Product_7,Beverages,272.47,3,817.41,598.44,218.9699999999999
2024-01-01,Store_9,Jodhpur,Product_27,Beverages,342.46,3,1027.38,651.48,375.9000000000001
2024-01-01,Store_9,Raipur,Product_32,Stationery,346.99,3,1040.97,926.61,114.36000000000001
2024-01-01,Store_9,Nagpur,Product_22,Personal Care,134.11,4,536.44,476.74,59.700000000000045
2024-01-01,Store_10,Jabalpur,Product_14,Stationery,409.53,1,409.53,334.98,74.54999999999995
2024-01-01,Store_10,Nagpur,Product_26,Beverages,263.71,2,527.42,453.27,74.14999999999998
2024-01-01,Store_10,Varanasi,Product_29,Personal Care,97.87,3,293.61,263.1,30.50999999999999
2024-01-01,Store_10,Jodhpur,Product_20,Beverages,230.03,4,920.12,761.24,158.88
2024-01-01,Store_10,Udaipur,Product_44,Snacks,165.49,3,496.47,337.02,159.45000000000005
2024-01-01,Store_10,Nagpur,Product_44,Personal Care,158.62,4,634.48,473.78,160.70000000000005
2024-01-01,Store_10,Bhopal,Product_41,Personal Care,143.36,4,573.44,497.85,75.59000000000003
2024-01-01,Store_10,Bhopal,Product_13,Personal Care,287.29,1,287.29,195.73,91.56000000000003
2024-01-01,Store_10,Jabalpur,Product_7,Personal Care,471.5,1,471.5,355.79,115.70999999999998
2024-01-01,Store_11,Jabalpur,Product_50,Snacks,267.87,2,535.74,440.52,95.22000000000003
2024-01-01,Store_11,Varanasi,Product_39,Snacks,57.39,1,57.39,46.23,11.160000000000004
2024-01-01,Store_11,Indore,Product_16,Snacks,54.44,2,108.88,74.64,34.239999999999995
2024-01-01,Store_11,Raipur,Product_12,Beverages,120.32,4,481.28,350.8,130.47999999999996
2024-01-01,Store_11,Udaipur,Product_18,Beverages,48.75,3,146.25,129.91,16.340000000000003
2024-01-01,Store_11,Nagpur,Product_16,Stationery,491.43,4,1965.72,1438.56,527.1600000000001
2024-01-01,Store_11,Bhopal,Product_31,Stationery,139.89,3,419.67,310.74,108.93
2024-01-01,Store_11,Nagpur,Product_6,Grocery,174.66,4,698.64,553.04,145.60000000000002
2024-01-01,Store_12,Nagpur,Product_31,Beverages,192.13,4,768.52,532.45,236.06999999999994
2024-01-01,Store_12,Raipur,Product_6,Snacks,121.97,2,243.94,154.51,89.43
2024-01-01,Store_12,Udaipur,Product_23,Beverages,305.02,1,305.02,255.44,49.579999999999984
2024-01-01,Store_12,Indore,Product_35,Personal Care,367.77,2,735.54,444.92,290.61999999999995
2024-01-01,Store_12,Varanasi,Product_47,Snacks,81.87,1,81.87,72.47,9.400000000000006
2024-01-01,Store_12,Jodhpur,Product_21,Personal Care,392.64,3,1177.92,1010.51,167.41000000000008
2024-01-01,Store_12,Ranchi,Product_29,Snacks,23.89,4,95.56,80.5,15.060000000000002
2024-01-01,Store_13,Varanasi,Product_45,Grocery,82.47,1,82.47,49.7,32.769999999999996
2024-01-01,Store_13,Jabalpur,Product_4,Grocery,413.75,2,827.5,516.31,311.19000000000005
2024-01-01,Store_13,Lucknow,Product_4,Beverages,401.91,2,803.82,610.28,193.54000000000008
2024-01-01,Store_13,Varanasi,Product_6,Beverages,159.56,3,478.68,383.14,95.54000000000002
2024-01-01,Store_13,Lucknow,Product_10,Beverages,248.16,4,992.64,607.25,385.39
2024-01-01,Store_13,Ranchi,Product_21,Stationery,238.83,3,716.49,519.14,197.35000000000002
2024-01-01,Store_13,Varanasi,Product_37,Personal Care,437.38,3,1312.14,919.46,392.68000000000006
2024-01-01,Store_13,Indore,Product_8,Grocery,300.6,4,1202.4,885.85,316.55000000000007
2024-01-01,Store_13,Raipur,Product_46,Stationery,290.2,1,290.2,213.3,76.89999999999998
2024-01-01,Store_13,Indore,Product_43,Personal Care,307.15,4,1228.6,840.12,388.4799999999999
2024-01-01,Store_13,Indore,Product_45,Grocery,439.26,1,439.26,322.35,116.90999999999997
2024-01-01,Store_14,Varanasi,Product_7,Grocery,177.71,1,177.71,132.57,45.140000000000015
2024-01-01,Store_14,Udaipur,Product_36,Beverages,485.16,1,485.16,378.76,106.40000000000003
2024-01-01,Store_14,Raipur,Product_48,Stationery,156.95,3,470.85,307.62,163.23000000000002
2024-01-01,Store_14,Varanasi,Product_37,Beverages,289.83,4,1159.32,968.97,190.3499999999999
2024-01-01,Store_14,Varanasi,Product_33,Beverages,225.13,2,450.26,303.55,146.70999999999998
2024-01-01,Store_14,Varanasi,Product_42,Grocery,118.47,3,355.41,245.98,109.43000000000004
2024-01-01,Store_14,Ranchi,Product_8,Grocery,146.46,2,292.92,218.53,74.39000000000001
2024-01-01,Store_14,Jabalpur,Product_38,Beverages,269.39,3,808.17,684.48,123.68999999999994
2024-01-01,Store_15,Udaipur,Product_39,Personal Care,349.99,2,699.98,436.84,263.14000000000004
2024-01-01,Store_15,Nagpur,Product_40,Stationery,68.25,3,204.75,183.15,21.599999999999994
2024-01-01,Store_15,Indore,Product_44,Personal Care,418.91,2,837.82,557.9,279.9200000000001
2024-01-01,Store_15,Jodhpur,Product_20,Grocery,160.0,1,160.0,109.58,50.42
2024-01-01,Store_15,Ranchi,Product_33,Personal Care,59.47,1,59.47,45.77,13.699999999999996
2024-01-01,Store_15,Bhopal,Product_26,Beverages,218.69,2,437.38,345.83,91.55000000000001
2024-01-01,Store_15,Raipur,Product_47,Snacks,64.02,1,64.02,44.58,19.439999999999998
2024-01-01,Store_15,Bhopal,Product_45,Personal Care,403.35,3,1210.05,876.22,333.8299999999999
2024-01-01,Store_16,Udaipur,Product_1,Beverages,27.66,4,110.64,92.57,18.070000000000007
2024-01-01,Store_16,Nagpur,Product_43,Personal Care,413.6,4,1654.4,1229.57,424.83000000000015
2024-01-01,Store_16,Jodhpur,Product_12,Stationery,193.46,4,773.84,562.41,211.43000000000006
2024-01-01,Store_16,Ranchi,Product_3,Beverages,307.11,4,1228.44,1096.67,131.76999999999998
2024-01-01,Store_16,Lucknow,Product_48,Beverages,174.42,1,174.42,151.18,23.23999999999998
2024-01-01,Store_16,Raipur,Product_33,Personal Care,87.45,1,87.45,54.53,32.92
2024-01-01,Store_17,Jabalpur,Product_26,Personal Care,45.52,3,136.56,94.31,42.25
2024-01-01,Store_17,Raipur,Product_8,Beverages,409.43,2,818.86,576.82,242.03999999999996
2024-01-01,Store_17,Jabalpur,Product_42,Grocery,491.36,2,982.72,670.31,312.4100000000001
2024-01-01,Store_17,Jabalpur,Product_34,Stationery,487.74,1,487.74,325.78,161.96000000000004
2024-01-01,Store_17,Bhopal,Product_5,Snacks,199.85,2,399.7,343.52,56.18000000000001
2024-01-01,Store_17,Varanasi,Product_23,Snacks,237.13,3,711.39,565.32,146.06999999999994
2024-01-01,Store_17,Jabalpur,Product_43,Grocery,377.12,4,1508.48,1239.99,268.49
2024-01-01,Store_17,Jodhpur,Product_22,Grocery,280.1,2,560.2,388.28,171.92000000000007
2024-01-01,Store_18,Jabalpur,Product_42,Stationery,439.95,2,879.9,692.16,187.74
2024-01-01,Store_18,Ranchi,Product_49,Stationery,90.32,3,270.96,189.83,81.12999999999997
2024-01-01,Store_18,Raipur,Product_20,Personal Care,300.85,4,1203.4,1062.13,141.26999999999998
2024-01-01,Store_18,Indore,Product_18,Snacks,433.31,1,433.31,345.14,88.17000000000002
2024-01-01,Store_18,Raipur,Product_21,Personal Care,353.1,4,1412.4,985.67,426.73000000000013
2024-01-01,Store_18,Jabalpur,Product_1,Snacks,398.05,2,796.1,569.59,226.51
2024-01-01,Store_18,Indore,Product_35,Stationery,262.27,3,786.81,705.39,81.41999999999996
2024-01-01,Store_18,Udaipur,Product_33,Stationery,303.16,2,606.32,392.11,214.21000000000004
2024-01-01,Store_18,Jodhpur,Product_34,Beverages,253.08,2,506.16,306.92,199.24
2024-01-01,Store_18,Ranchi,Product_36,Beverages,39.47,1,39.47,35.11,4.359999999999999
2024-01-01,Store_18,Nagpur,Product_40,Grocery,187.69,3,563.07,350.28,212.79000000000008
2024-01-01,Store_18,Varanasi,Product_38,Grocery,337.87,1,337.87,243.74,94.13
2024-01-01,Store_18,Udaipur,Product_44,Snacks,336.5,2,673.0,472.57,200.43
2024-01-01,Store_19,Udaipur,Product_27,Personal Care,31.07,4,124.28,81.05,43.230000000000004
2024-01-01,Store_19,Lucknow,Product_28,Stationery,92.68,4,370.72,314.3,56.420000000000016
2024-01-01,Store_19,Varanasi,Product_9,Beverages,223.63,4,894.52,718.53,175.99
2024-01-01,Store_19,Nagpur,Product_43,Snacks,380.37,1,380.37,255.49,124.88
2024-01-01,Store_19,Lucknow,Product_20,Stationery,284.18,4,1136.72,965.87,170.85000000000002
2024-01-01,Store_20,Jabalpur,Product_18,Stationery,281.08,4,1124.32,807.08,317.2399999999999
2024-01-01,Store_20,Indore,Product_7,Stationery,241.08,3,723.24,592.46,130.77999999999997
2024-01-01,Store_20,Ranchi,Product_50,Personal Care,138.98,4,555.92,471.21,84.70999999999998
2024-01-01,Store_20,Varanasi,Product_26,Beverages,28.2,2,56.4,42.35,14.049999999999997
2024-01-01,Store_20,Indore,Product_14,Stationery,447.17,1,447.17,317.78,129.39000000000004
2024-01-01,Store_21,Raipur,Product_47,Stationery,148.06,3,444.18,361.04,83.13999999999999
2024-01-01,Store_21,Jabalpur,Product_23,Snacks,282.47,3,847.41,664.66,182.75
2024-01-01,Store_21,Lucknow,Product_43,Personal Care,409.02,3,1227.06,926.16,300.9
2024-01-01,Store_21,Ranchi,Product_26,Grocery,378.53,2,757.06,671.26,85.79999999999995
2024-01-01,Store_21,Indore,Product_31,Beverages,28.27,4,113.08,74.79,38.28999999999999
2024-01-01,Store_21,Udaipur,Product_13,Beverages,115.92,1,115.92,76.66,39.260000000000005
2024-01-01,Store_21,Jodhpur,Product_23,Beverages,353.04,1,353.04,301.3,51.74000000000001
2024-01-01,Store_22,Nagpur,Product_12,Snacks,470.75,2,941.5,671.26,270.24
2024-01-01,Store_22,Raipur,Product_26,Snacks,490.37,3,1471.11,957.31,513.8
2024-01-01,Store_22,Varanasi,Product_29,Personal Care,90.65,4,362.6,310.07,52.53000000000003
2024-01-01,Store_22,Bhopal,Product_34,Stationery,45.7,4,182.8,150.9,31.900000000000006
2024-01-01,Store_22,Indore,Product_1,Personal Care,69.51,1,69.51,50.88,18.630000000000003
2024-01-01,Store_22,Nagpur,Product_11,Beverages,449.87,1,449.87,364.08,85.79000000000002
2024-01-01,Store_22,Nagpur,Product_18,Stationery,333.83,4,1335.32,870.9,464.41999999999996
2024-01-01,Store_22,Bhopal,Product_45,Beverages,418.41,2,836.82,736.69,100.13
2024-01-01,Store_22,Lucknow,Product_18,Grocery,245.67,4,982.68,612.37,370.30999999999995
2024-01-01,Store_22,Raipur,Product_14,Snacks,175.24,4,700.96,592.07,108.88999999999999
2024-01-01,Store_23,Jodhpur,Product_40,Personal Care,39.62,2,79.24,64.34,14.899999999999991
2024-01-01,Store_23,Jabalpur,Product_10,Snacks,177.21,3,531.63,371.21,160.42000000000002
2024-01-01,Store_23,Lucknow,Product_41,Personal Care,368.69,3,1106.07,937.31,168.76
2024-01-01,Store_23,Raipur,Product_45,Personal Care,468.61,1,468.61,323.29,145.32
2024-01-01,Store_23,Jodhpur,Product_34,Grocery,432.16,2,864.32,620.89,243.43000000000006
2024-01-01,Store_23,Nagpur,Product_45,Stationery,155.96,1,155.96,115.14,40.82000000000001
2024-01-01,Store_23,Varanasi,Product_33,Snacks,335.84,4,1343.36,998.47,344.8899999999999
2024-01-01,Store_23,Varanasi,Product_6,Beverages,309.06,4,1236.24,789.17,447.07000000000005
2024-01-01,Store_23,Varanasi,Product_7,Grocery,464.4,3,1393.2,1237.49,155.71000000000004
2024-01-01,Store_23,Nagpur,Product_40,Personal Care,398.86,2,797.72,665.03,132.69000000000005
2024-01-01,Store_24,Nagpur,Product_41,Stationery,139.61,3,418.83,268.24,150.58999999999997
2024-01-01,Store_24,Nagpur,Product_4,Beverages,264.2,4,1056.8,748.38,308.41999999999996
2024-01-01,Store_24,Lucknow,Product_7,Grocery,488.61,2,977.22,765.46,211.76
2024-01-01,Store_24,Ranchi,Product_5,Personal Care,301.59,3,904.77,725.69,179.07999999999993
2024-01-01,Store_24,Indore,Product_27,Beverages,213.7,2,427.4,329.94,97.45999999999998
2024-01-01,Store_24,Jabalpur,Product_27,Grocery,287.29,1,287.29,246.85,40.440000000000026
2024-01-01,Store_24,Jodhpur,Product_28,Snacks,319.85,4,1279.4,1086.24,193.16000000000008
2024-01-01,Store_25,Varanasi,Product_11,Personal Care,292.59,1,292.59,235.58,57.00999999999996
2024-01-01,Store_25,Jabalpur,Product_10,Stationery,264.13,3,792.39,510.41,281.97999999999996
2024-01-01,Store_25,Jodhpur,Product_27,Beverages,54.45,3,163.35,144.63,18.72
2024-01-01,Store_25,Ranchi,Product_18,Beverages,306.7,3,920.1,625.08,295.02
2024-01-01,Store_25,Lucknow,Product_49,Snacks,258.69,1,258.69,158.53,100.16
2024-01-02,Store_1,Ranchi,Product_10,Personal Care,219.93,1,219.93,183.54,36.390000000000015
2024-01-02,Store_1,Lucknow,Product_25,Beverages,418.44,3,1255.32,858.63,396.68999999999994
2024-01-02,Store_1,Indore,Product_28,Stationery,379.79,3,1139.37,786.35,353.01999999999987
2024-01-02,Store_1,Lucknow,Product_30,Grocery,216.24,2,432.48,336.33,96.15000000000003
2024-01-02,Store_1,Raipur,Product_30,Grocery,378.93,1,378.93,314.16,64.76999999999998
2024-01-02,Store_2,Udaipur,Product_3,Grocery,445.04,2,890.08,538.25,351.83000000000004
2024-01-02,Store_2,Varanasi,Product_5,Snacks,377.29,4,1509.16,1278.21,230.95000000000005
2024-01-02,Store_2,Bhopal,Product_29,Personal Care,208.89,1,208.89,156.63,52.25999999999999
2024-01-02,Store_2,Udaipur,Product_7,Stationery,226.6,1,226.6,163.99,62.609999999999985
2024-01-02,Store_2,Indore,Product_34,Grocery,323.97,1,323.97,287.6,36.370000000000005
2024-01-02,Store_2,Varanasi,Product_43,Stationery,198.5,1,198.5,148.2,50.30000000000001
2024-01-02,Store_2,Indore,Product_32,Snacks,350.76,2,701.52,577.2,124.31999999999994
2024-01-02,Store_3,Raipur,Product_47,Stationery,361.66,1,361.66,303.88,57.78000000000003
2024-01-02,Store_3,Lucknow,Product_18,Grocery,346.6,1,346.6,282.84,63.76000000000005
2024-01-02,Store_3,Lucknow,Product_20,Stationery,353.39,1,353.39,267.35,86.03999999999996
2024-01-02,Store_3,Lucknow,Product_17,Stationery,384.12,3,1152.36,960.96,191.39999999999986
2024-01-02,Store_3,Nagpur,Product_28,Personal Care,372.79,2,745.58,652.12,93.46000000000004
2024-01-02,Store_3,Bhopal,Product_49,Snacks,405.85,4,1623.4,1268.51,354.8900000000001
2024-01-02,Store_4,Jodhpur,Product_29,Beverages,223.06,4,892.24,749.46,142.77999999999997
2024-01-02,Store_4,Varanasi,Product_19,Snacks,329.46,1,329.46,289.89,39.56999999999999
2024-01-02,Store_4,Jodhpur,Product_38,Snacks,489.73,2,979.46,874.46,105.0
2024-01-02,Store_4,Jodhpur,Product_9,Grocery,318.71,3,956.13,756.92,199.21000000000004
2024-01-02,Store_4,Udaipur,Product_36,Snacks,312.11,3,936.33,704.24,232.09000000000003
2024-01-02,Store_4,Nagpur,Product_46,Snacks,350.97,3,1052.91,680.67,372.2400000000001
2024-01-02,Store_4,Nagpur,Product_27,Grocery,173.46,1,173.46,108.56,64.9
2024-01-02,Store_4,Varanasi,Product_39,Grocery,210.2,1,210.2,150.67,59.53
2024-01-02,Store_4,Nagpur,Product_19,Grocery,388.52,4,1554.08,1235.84,318.24
2024-01-02,Store_4,Nagpur,Product_9,Grocery,150.39,2,300.78,187.62,113.15999999999997
2024-01-02,Store_4,Nagpur,Product_20,Stationery,398.11,3,1194.33,1063.71,130.6199999999999
2024-01-02,Store_4,Indore,Product_13,Snacks,147.13,1,147.13,115.83,31.299999999999997
2024-01-02,Store_4,Jodhpur,Product_21,Grocery,71.93,4,287.72,252.89,34.83000000000004
2024-01-02,Store_4,Bhopal,Product_10,Beverages,113.62,2,227.24,200.32,26.920000000000016
2024-01-02,Store_5,Udaipur,Product_16,Grocery,420.66,4,1682.64,1353.84,328.8000000000002
2024-01-02,Store_5,Lucknow,Product_32,Beverages,93.48,4,373.92,322.62,51.30000000000001
2024-01-02,Store_5,Bhopal,Product_24,Beverages,290.54,4,1162.16,969.77,192.3900000000001
2024-01-02,Store_5,Jabalpur,Product_23,Personal Care,450.84,3,1352.52,1194.07,158.45000000000005
2024-01-02,Store_5,Nagpur,Product_45,Personal Care,387.99,3,1163.97,703.05,460.9200000000001
2024-01-02,Store_5,Varanasi,Product_48,Beverages,268.52,2,537.04,452.56,84.47999999999996
2024-01-02,Store_5,Bhopal,Product_47,Beverages,481.6,2,963.2,626.6,336.6
2024-01-02,Store_5,Indore,Product_17,Stationery,488.75,3,1466.25,1277.6,188.6500000000001
2024-01-02,Store_5,Ranchi,Product_1,Stationery,224.38,1,224.38,149.92,74.46000000000001
2024-01-02,Store_5,Indore,Product_6,Grocery,25.96,3,77.88,68.6,9.280000000000001
2024-01-02,Store_5,Ranchi,Product_20,Grocery,63.98,3,191.94,170.71,21.22999999999999
2024-01-02,Store_5,Jabalpur,Product_19,Grocery,372.28,2,744.56,596.77,147.78999999999996
2024-01-02,Store_5,Nagpur,Product_16,Beverages,419.74,1,419.74,260.84,158.90000000000003
2024-01-02,Store_6,Lucknow,Product_48,Beverages,84.4,2,168.8,102.07,66.73000000000002
2024-01-02,Store_6,Lucknow,Product_45,Stationery,216.77,1,216.77,184.8,31.97
2024-01-02,Store_6,Jodhpur,Product_49,Beverages,56.07,3,168.21,124.05,44.16000000000001
2024-01-02,Store_6,Nagpur,Product_37,Beverages,71.86,1,71.86,47.49,24.369999999999997
2024-01-02,Store_6,Raipur,Product_50,Beverages,471.62,2,943.24,819.46,123.77999999999997
2024-01-02,Store_6,Bhopal,Product_6,Personal Care,198.56,4,794.24,631.13,163.11
2024-01-02,Store_6,Ranchi,Product_49,Snacks,86.07,4,344.28,234.36,109.91999999999996
2024-01-02,Store_6,Bhopal,Product_17,Grocery,133.57,2,267.14,209.84,57.29999999999998
2024-01-02,Store_6,Udaipur,Product_5,Personal Care,335.36,2,670.72,507.06,163.66000000000003
2024-01-02,Store_6,Raipur,Product_22,Grocery,346.28,1,346.28,303.31,42.96999999999997
2024-01-02,Store_6,Lucknow,Product_1,Beverages,342.47,1,342.47,224.48,117.99000000000004
2024-01-02,Store_6,Jabalpur,Product_21,Grocery,106.73,2,213.46,174.71,38.75
2024-01-02,Store_7,Bhopal,Product_13,Personal Care,109.37,4,437.48,300.22,137.26
2024-01-02,Store_7,Raipur,Product_23,Stationery,80.17,4,320.68,213.87,106.81
2024-01-02,Store_7,Indore,Product_49,Beverages,40.01,4,160.04,121.74,38.3
2024-01-02,Store_7,Jodhpur,Product_28,Snacks,337.57,4,1350.28,1130.29,219.99
2024-01-02,Store_7,Jabalpur,Product_31,Beverages,460.43,3,1381.29,1037.13,344.15999999999985
2024-01-02,Store_7,Lucknow,Product_14,Beverages,487.42,2,974.84,655.86,318.98
2024-01-02,Store_7,Udaipur,Product_24,Beverages,50.66,1,50.66,41.96,8.699999999999996
2024-01-02,Store_7,Varanasi,Product_45,Beverages,434.48,4,1737.92,1257.66,480.26
2024-01-02,Store_7,Lucknow,Product_30,Beverages,48.39,1,48.39,40.5,7.890000000000001
2024-01-02,Store_7,Lucknow,Product_31,Stationery,69.76,3,209.28,159.4,49.879999999999995
2024-01-02,Store_7,Raipur,Product_12,Grocery,131.04,2,262.08,211.57,50.50999999999999
2024-01-02,Store_8,Jodhpur,Product_20,Grocery,101.12,4,404.48,251.6,152.88000000000002
2024-01-02,Store_8,Nagpur,Product_24,Snacks,355.83,3,1067.49,860.41,207.08000000000004
2024-01-02,Store_8,Nagpur,Product_8,Beverages,281.57,3,844.71,537.07,307.64
2024-01-02,Store_8,Udaipur,Product_5,Personal Care,57.83,2,115.66,93.51,22.14999999999999
2024-01-02,Store_8,Lucknow,Product_18,Beverages,403.68,4,1614.72,1012.14,602.58
2024-01-02,Store_8,Bhopal,Product_19,Snacks,299.72,1,299.72,236.07,63.650000000000034
2024-01-02,Store_8,Lucknow,Product_1,Personal Care,488.58,2,977.16,722.91,254.25
2024-01-02,Store_8,Lucknow,Product_22,Personal Care,290.79,1,290.79,194.21,96.58000000000001
2024-01-02,Store_8,Raipur,Product_35,Snacks,460.62,1,460.62,283.9,176.72000000000003
2024-01-02,Store_8,Varanasi,Product_9,Snacks,356.45,1,356.45,236.1,120.35
