Date,Store,City,Product,Category,Unit_Price,Quantity,Revenue,Cost
2024-01-01,Store_7,Jodhpur,Product_20,Snacks,257.07,1,257.07,181.05
2024-01-01,Store_8,Bhopal,Product_39,Snacks,409.49,3,1228.47,1080.65
2024-01-01,Store_8,Jabalpur,Product_12,Grocery,431.66,1,431.66,265.06
2024-01-01,Store_8,Bhopal,Product_44,Stationery,267.34,3,802.02,604.81
2024-01-01,Store_8,Jabalpur,Product_10,Grocery,23.62,1,23.62,20.1
2024-01-01,Store_8,Nagpur,Product_5,Personal Care,202.91,4,811.64,592.3
2024-01-01,Store_8,Bhopal,Product_13,Personal Care,259.79,2,519.58,401.61
2024-01-01,Store_8,Indore,Product_33,Beverages,259.81,2,519.62,449.73
2024-01-01,Store_8,Lucknow,Product_11,Grocery,191.67,1,191.67,156.6
2024-01-01,Store_9,Jabalpur,Product_16,Beverages,260.79,4,1043.16,936.95
2024-01-01,Store_9,Bhopal,Product_7,Beverages,272.47,3,817.41,598.44
2024-01-01,Store_9,Jodhpur,Product_27,Beverages,342.46,3,1027.38,651.48
2024-01-01,Store_9,Raipur,Product_32,Stationery,346.99,3,1040.97,926.61
2024-01-01,Store_9,Nagpur,Product_22,Personal Care,134.11,4,536.44,476.74
2024-01-01,Store_10,Jabalpur,Product_14,Stationery,409.53,1,409.53,334.98
2024-01-01,Store_10,Nagpur,Product_26,Beverages,263.71,2,527.42,453.27
2024-01-01,Store_10,Varanasi,Product_29,Personal Care,97.87,3,293.61,263.1
2024-01-01,Store_10,Jodhpur,Product_20,Beverages,230.03,4,920.12,761.24
2024-01-01,Store_10,Udaipur,Product_44,Snacks,165.49,3,496.47,337.02
2024-01-01,Store_10,Nagpur,Product_44,Personal Care,158.62,4,634.48,473.78
2024-01-01,Store_10,Bhopal,Product_41,Personal Care,143.36,4,573.44,497.85
2024-01-01,Store_10,Bhopal,Product_13,Personal Care,287.29,1,287.29,195.73
2024-01-01,Store_10,Jabalpur,Product_7,Personal Care,471.5,1,471.5,355.79
2024-01-01,Store_11,Jabalpur,Product_50,Snacks,267.87,2,535.74,440.52
2024-01-01,Store_11,Varanasi,Product_39,Snacks,57.39,1,57.39,46.23
2024-01-01,Store_11,Indore,Product_16,Snacks,54.44,2,108.88,74.64
2024-01-01,Store_11,Raipur,Product_12,Beverages,120.32,4,481.28,350.8
2024-01-01,Store_11,Udaipur,Product_18,Beverages,48.75,3,146.25,129.91
2024-01-01,Store_11,Nagpur,Product_16,Stationery,491.43,4,1965.72,1438.56
2024-01-01,Store_11,Bhopal,Product_31,Stationery,139.89,3,419.67,310.74
2024-01-01,Store_11,Nagpur,Product_6,Grocery,174.66,4,698.64,553.04
2024-01-01,Store_12,Nagpur,Product_31,Beverages,192.13,4,768.52,532.45
2024-01-01,Store_12,Raipur,Product_6,Snacks,121.97,2,243.94,154.51
2024-01-01,Store_12,Udaipur,Product_23,Beverages,305.02,1,305.02,255.44
2024-01-01,Store_12,Indore,Product_35,Personal Care,367.77,2,735.54,444.92
2024-01-01,Store_12,Varanasi,Product_47,Snacks,81.87,1,81.87,72.47
2024-01-01,Store_12,Jodhpur,Product_21,Personal Care,392.64,3,1177.92,1010.51
2024-01-01,Store_12,Ranchi,Product_29,Snacks,23.89,4,95.56,80.5
2024-01-01,Store_13,Varanasi,Product_45,Grocery,82.47,1,82.47,49.7
2024-01-01,Store_13,Jabalpur,Product_4,Grocery,413.75,2,827.5,516.31
2024-01-01,Store_13,Lucknow,Product_4,Beverages,401.91,2,803.82,610.28
2024-01-01,Store_13,Varanasi,Product_6,Beverages,159.56,3,478.68,383.14
2024-01-01,Store_13,Lucknow,Product_10,Beverages,248.16,4,992.64,607.25
2024-01-01,Store_13,Ranchi,Product_21,Stationery,238.83,3,716.49,519.14
2024-01-01,Store_13,Varanasi,Product_37,Personal Care,437.38,3,1312.14,919.46
2024-01-01,Store_13,Indore,Product_8,Grocery,300.6,4,1202.4,885.85
2024-01-01,Store_13,Raipur,Product_46,Stationery,290.2,1,290.2,213.3
2024-01-01,Store_13,Indore,Product_43,Personal Care,307.15,4,1228.6,840.12
2024-01-01,Store_13,Indore,Product_45,Grocery,439.26,1,439.26,322.35
2024-01-01,Store_14,Varanasi,Product_7,Grocery,177.71,1,177.71,132.57
2024-01-01,Store_14,Udaipur,Product_36,Beverages,485.16,1,485.16,378.76
2024-01-01,Store_14,Raipur,Product_48,Stationery,156.95,3,470.85,307.62
2024-01-01,Store_14,Varanasi,Product_37,Beverages,289.83,4,1159.32,968.97
2024-01-01,Store_14,Varanasi,Product_33,Beverages,225.13,2,450.26,303.55
2024-01-01,Store_14,Varanasi,Product_42,Grocery,118.47,3,355.41,245.98
2024-01-01,Store_14,Ranchi,Product_8,Grocery,146.46,2,292.92,218.53
2024-01-01,Store_14,Jabalpur,Product_38,Beverages,269.39,3,808.17,684.48
2024-01-01,Store_15,Udaipur,Product_39,Personal Care,349.99,2,699.98,436.84
2024-01-01,Store_15,Nagpur,Product_40,Stationery,68.25,3,204.75,183.15
2024-01-01,Store_15,Indore,Product_44,Personal Care,418.91,2,837.82,557.9
2024-01-01,Store_15,Jodhpur,Product_20,Grocery,160.0,1,160.0,109.58
2024-01-01,Store_15,Ranchi,Product_33,Personal Care,59.47,1,59.47,45.77
2024-01-01,Store_15,Bhopal,Product_26,Beverages,218.69,2,437.38,345.83
2024-01-01,Store_15,Raipur,Product_47,Snacks,64.02,1,64.02,44.58
2024-01-01,Store_15,Bhopal,Product_45,Personal Care,403.35,3,1210.05,876.22
2024-01-01,Store_16,Udaipur,Product_1,Beverages,27.66,4,110.64,92.57
2024-01-01,Store_16,Nagpur,Product_43,Personal Care,413.6,4,1654.4,1229.57
2024-01-01,Store_16,Jodhpur,Product_12,Stationery,193.46,4,773.84,562.41
2024-01-01,Store_16,Ranchi,Product_3,Beverages,307.11,4,1228.44,1096.67
2024-01-01,Store_16,Lucknow,Product_48,Beverages,174.42,1,174.42,151.18
2024-01-01,Store_16,Raipur,Product_33,Personal Care,87.45,1,87.45,54.53
2024-01-01,Store_17,Jabalpur,Product_26,Personal Care,45.52,3,136.56,94.31
2024-01-01,Store_17,Raipur,Product_8,Beverages,409.43,2,818.86,576.82
2024-01-01,Store_17,Jabalpur,Product_42,Grocery,491.36,2,982.72,670.31
2024-01-01,Store_17,Jabalpur,Product_34,Stationery,487.74,1,487.74,325.78
2024-01-01,Store_17,Bhopal,Product_5,Snacks,199.85,2,399.7,343.52
2024-01-01,Store_17,Varanasi,Product_23,Snacks,237.13,3,711.39,565.32
2024-01-01,Store_17,Jabalpur,Product_43,Grocery,377.12,4,1508.48,1239.99
2024-01-01,Store_17,Jodhpur,Product_22,Grocery,280.1,2,560.2,388.28
2024-01-01,Store_18,Jabalpur,Product_42,Stationery,439.95,2,879.9,692.16
2024-01-01,Store_18,Ranchi,Product_49,Stationery,90.32,3,270.96,189.83
2024-01-01,Store_18,Raipur,Product_20,Personal Care,300.85,4,1203.4,1062.13
2024-01-01,Store_18,Indore,Product_18,Snacks,433.31,1,433.31,345.14
2024-01-01,Store_18,Raipur,Product_21,Personal Care,353.1,4,1412.4,985.67
2024-01-01,Store_18,Jabalpur,Product_1,Snacks,398.05,2,796.1,569.59
2024-01-01,Store_18,Indore,Product_35,Stationery,262.27,3,786.81,705.39
2024-01-01,Store_18,Udaipur,Product_33,Stationery,303.16,2,606.32,392.11
2024-01-01,Store_18,Jodhpur,Product_34,Beverages,253.08,2,506.16,306.92
2024-01-01,Store_18,Ranchi,Product_36,Beverages,39.47,1,39.47,35.11
2024-01-01,Store_18,Nagpur,Product_40,Grocery,187.69,3,563.07,350.28
2024-01-01,Store_18,Varanasi,Product_38,Grocery,337.87,1,337.87,243.74
2024-01-01,Store_18,Udaipur,Product_44,Snacks,336.5,2,673.0,472.57
2024-01-01,Store_19,Udaipur,Product_27,Personal Care,31.07,4,124.28,81.05
2024-01-01,Store_19,Lucknow,Product_28,Stationery,92.68,4,370.72,314.3
2024-01-01,Store_19,Varanasi,Product_9,Beverages,223.63,4,894.52,718.53
2024-01-01,Store_19,Nagpur,Product_43,Snacks,380.37,1,380.37,255.49
2024-01-01,Store_19,Lucknow,Product_20,Stationery,284.18,4,1136.72,965.87
2024-01-01,Store_20,Jabalpur,Product_18,Stationery,281.08,4,1124.32,807.08
2024-01-01,Store_20,Indore,Product_7,Stationery,241.08,3,723.24,592.46
2024-01-01,Store_20,Ranchi,Product_50,Personal Care,138.98,4,555.92,471.21
2024-01-01,Store_20,Varanasi,Product_26,Beverages,28.2,2,56.4,42.35
2024-01-01,Store_20,Indore,Product_14,Stationery,447.17,1,447.17,317.78
2024-01-01,Store_21,Raipur,Product_47,Stationery,148.06,3,444.18,361.04
2024-01-01,Store_21,Jabalpur,Product_23,Snacks,282.47,3,847.41,664.66
2024-01-01,Store_21,Lucknow,Product_43,Personal Care,409.02,3,1227.06,926.16
2024-01-01,Store_21,Ranchi,Product_26,Grocery,378.53,2,757.06,671.26
2024-01-01,Store_21,Indore,Product_31,Beverages,28.27,4,113.08,74.79
2024-01-01,Store_21,Udaipur,Product_13,Beverages,115.92,1,115.92,76.66
2024-01-01,Store_21,Jodhpur,Product_23,Beverages,353.04,1,353.04,301.3
2024-01-01,Store_22,Nagpur,Product_12,Snacks,470.75,2,941.5,671.26
2024-01-01,Store_22,Raipur,Product_26,Snacks,490.37,3,1471.11,957.31
2024-01-01,Store_22,Varanasi,Product_29,Personal Care,90.65,4,362.6,310.07
2024-01-01,Store_22,Bhopal,Product_34,Stationery,45.7,4,182.8,150.9
2024-01-01,Store_22,Indore,Product_1,Personal Care,69.51,1,69.51,50.88
2024-01-01,Store_22,Nagpur,Product_11,Beverages,449.87,1,449.87,364.08
2024-01-01,Store_22,Nagpur,Product_18,Stationery,333.83,4,1335.32,870.9
2024-01-01,Store_22,Bhopal,Product_45,Beverages,418.41,2,836.82,736.69
2024-01-01,Store_22,Lucknow,Product_18,Grocery,245.67,4,982.68,612.37
2024-01-01,Store_22,Raipur,Product_14,Snacks,175.24,4,700.96,592.07
2024-01-01,Store_23,Jodhpur,Product_40,Personal Care,39.62,2,79.24,64.34
2024-01-01,Store_23,Jabalpur,Product_10,Snacks,177.21,3,531.63,371.21
2024-01-01,Store_23,Lucknow,Product_41,Personal Care,368.69,3,1106.07,937.31
2024-01-01,Store_23,Raipur,Product_45,Personal Care,468.61,1,468.61,323.29
2024-01-01,Store_23,Jodhpur,Product_34,Grocery,432.16,2,864.32,620.89
2024-01-01,Store_23,Nagpur,Product_45,Stationery,155.96,1,155.96,115.14
2024-01-01,Store_23,Varanasi,Product_33,Snacks,335.84,4,1343.36,998.47
2024-01-01,Store_23,Varanasi,Product_6,Beverages,309.06,4,1236.24,789.17
2024-01-01,Store_23,Varanasi,Product_7,Grocery,464.4,3,1393.2,1237.49
2024-01-01,Store_23,Nagpur,Product_40,Personal Care,398.86,2,797.72,665.03
2024-01-01,Store_24,Nagpur,Product_41,Stationery,139.61,3,418.83,268.24
2024-01-01,Store_24,Nagpur,Product_4,Beverages,264.2,4,1056.8,748.38
2024-01-01,Store_24,Lucknow,Product_7,Grocery,488.61,2,977.22,765.46
2024-01-01,Store_24,Ranchi,Product_5,Personal Care,301.59,3,904.77,725.69
2024-01-01,Store_24,Indore,Product_27,Beverages,213.7,2,427.4,329.94
2024-01-01,Store_24,Jabalpur,Product_27,Grocery,287.29,1,287.29,246.85
2024-01-01,Store_24,Jodhpur,Product_28,Snacks,319.85,4,1279.4,1086.24
2024-01-01,Store_25,Varanasi,Product_11,Personal Care,292.59,1,292.59,235.58
2024-01-01,Store_25,Jabalpur,Product_10,Stationery,264.13,3,792.39,510.41
2024-01-01,Store_25,Jodhpur,Product_27,Beverages,54.45,3,163.35,144.63
2024-01-01,Store_25,Ranchi,Product_18,Beverages,306.7,3,920.1,625.08
2024-01-01,Store_25,Lucknow,Product_49,Snacks,258.69,1,258.69,158.53
2024-01-02,Store_1,Ranchi,Product_10,Personal Care,219.93,1,219.93,183.54
2024-01-02,Store_1,Lucknow,Product_25,Beverages,418.44,3,1255.32,858.63
2024-01-02,Store_1,Indore,Product_28,Stationery,379.79,3,1139.37,786.35
2024-01-02,Store_1,Lucknow,Product_30,Grocery,216.24,2,432.48,336.33
2024-01-02,Store_1,Raipur,Product_30,Grocery,378.93,1,378.93,314.16
2024-01-02,Store_2,Udaipur,Product_3,Grocery,445.04,2,890.08,538.25
2024-01-02,Store_2,Varanasi,Product_5,Snacks,377.29,4,1509.16,1278.21
2024-01-02,Store_2,Bhopal,Product_29,Personal Care,208.89,1,208.89,156.63
2024-01-02,Store_2,Udaipur,Product_7,Stationery,226.6,1,226.6,163.99
2024-01-02,Store_2,Indore,Product_34,Grocery,323.97,1,323.97,287.6
2024-01-02,Store_2,Varanasi,Product_43,Stationery,198.5,1,198.5,148.2
2024-01-02,Store_2,Indore,Product_32,Snacks,350.76,2,701.52,577.2
2024-01-02,Store_3,Raipur,Product_47,Stationery,361.66,1,361.66,303.88
2024-01-02,Store_3,Lucknow,Product_18,Grocery,346.6,1,346.6,282.84
2024-01-02,Store_3,Lucknow,Product_20,Stationery,353.39,1,353.39,267.35
2024-01-02,Store_3,Lucknow,Product_17,Stationery,384.12,3,1152.36,960.96
2024-01-02,Store_3,Nagpur,Product_28,Personal Care,372.79,2,745.58,652.12
2024-01-02,Store_3,Bhopal,Product_49,Snacks,405.85,4,1623.4,1268.51
2024-01-02,Store_4,Jodhpur,Product_29,Beverages,223.06,4,892.24,749.46
2024-01-02,Store_4,Varanasi,Product_19,Snacks,329.46,1,329.46,289.89
2024-01-02,Store_4,Jodhpur,Product_38,Snacks,489.73,2,979.46,874.46
2024-01-02,Store_4,Jodhpur,Product_9,Grocery,318.71,3,956.13,756.92
2024-01-02,Store_4,Udaipur,Product_36,Snacks,312.11,3,936.33,704.24
2024-01-02,Store_4,Nagpur,Product_46,Snacks,350.97,3,1052.91,680.67
2024-01-02,Store_4,Nagpur,Product_27,Grocery,173.46,1,173.46,108.56
2024-01-02,Store_4,Varanasi,Product_39,Grocery,210.2,1,210.2,150.67
2024-01-02,Store_4,Nagpur,Product_19,Grocery,388.52,4,1554.08,1235.84
2024-01-02,Store_4,Nagpur,Product_9,Grocery,150.39,2,300.78,187.62
2024-01-02,Store_4,Nagpur,Product_20,Stationery,398.11,3,1194.33,1063.71
2024-01-02,Store_4,Indore,Product_13,Snacks,147.13,1,147.13,115.83
2024-01-02,Store_4,Jodhpur,Product_21,Grocery,71.93,4,287.72,252.89
2024-01-02,Store_4,Bhopal,Product_10,Beverages,113.62,2,227.24,200.32
2024-01-02,Store_5,Udaipur,Product_16,Grocery,420.66,4,1682.64,1353.84
2024-01-02,Store_5,Lucknow,Product_32,Beverages,93.48,4,373.92,322.62
2024-01-02,Store_5,Bhopal,Product_24,Beverages,290.54,4,1162.16,969.77
2024-01-02,Store_5,Jabalpur,Product_23,Personal Care,450.84,3,1352.52,1194.07
2024-01-02,Store_5,Nagpur,Product_45,Personal Care,387.99,3,1163.97,703.05
2024-01-02,Store_5,Varanasi,Product_48,Beverages,268.52,2,537.04,452.56
2024-01-02,Store_5,Bhopal,Product_47,Beverages,481.6,2,963.2,626.6
2024-01-02,Store_5,Indore,Product_17,Stationery,488.75,3,1466.25,1277.6
2024-01-02,Store_5,Ranchi,Product_1,Stationery,224.38,1,224.38,149.92
2024-01-02,Store_5,Indore,Product_6,Grocery,25.96,3,77.88,68.6
2024-01-02,Store_5,Ranchi,Product_20,Grocery,63.98,3,191.94,170.71
2024-01-02,Store_5,Jabalpur,Product_19,Grocery,372.28,2,744.56,596.77
2024-01-02,Store_5,Nagpur,Product_16,Beverages,419.74,1,419.74,260.84
2024-01-02,Store_6,Lucknow,Product_48,Beverages,84.4,2,168.8,102.07
2024-01-02,Store_6,Lucknow,Product_45,Stationery,216.77,1,216.77,184.8
2024-01-02,Store_6,Jodhpur,Product_49,Beverages,56.07,3,168.21,124.05
2024-01-02,Store_6,Nagpur,Product_37,Beverages,71.86,1,71.86,47.49
2024-01-02,Store_6,Raipur,Product_50,Beverages,471.62,2,943.24,819.46
2024-01-02,Store_6,Bhopal,Product_6,Personal Care,198.56,4,794.24,631.13
2024-01-02,Store_6,Ranchi,Product_49,Snacks,86.07,4,344.28,234.36
2024-01-02,Store_6,Bhopal,Product_17,Grocery,133.57,2,267.14,209.84
2024-01-02,Store_6,Udaipur,Product_5,Personal Care,335.36,2,670.72,507.06
2024-01-02,Store_6,Raipur,Product_22,Grocery,346.28,1,346.28,303.31
2024-01-02,Store_6,Lucknow,Product_1,Beverages,342.47,1,342.47,224.48
2024-01-02,Store_6,Jabalpur,Product_21,Grocery,106.73,2,213.46,174.71
2024-01-02,Store_7,Bhopal,Product_13,Personal Care,109.37,4,437.48,300.22
2024-01-02,Store_7,Raipur,Product_23,Stationery,80.17,4,320.68,213.87
2024-01-02,Store_7,Indore,Product_49,Beverages,40.01,4,160.04,121.74
2024-01-02,Store_7,Jodhpur,Product_28,Snacks,337.57,4,1350.28,1130.29
2024-01-02,Store_7,Jabalpur,Product_31,Beverages,460.43,3,1381.29,1037.13
2024-01-02,Store_7,Lucknow,Product_14,Beverages,487.42,2,974.84,655.86
2024-01-02,Store_7,Udaipur,Product_24,Beverages,50.66,1,50.66,41.96
2024-01-02,Store_7,Varanasi,Product_45,Beverages,434.48,4,1737.92,1257.66
2024-01-02,Store_7,Lucknow,Product_30,Beverages,48.39,1,48.39,40.5
2024-01-02,Store_7,Lucknow,Product_31,Stationery,69.76,3,209.28,159.4
2024-01-02,Store_7,Raipur,Product_12,Grocery,131.04,2,262.08,211.57
2024-01-02,Store_8,Jodhpur,Product_20,Grocery,101.12,4,404.48,251.6
2024-01-02,Store_8,Nagpur,Product_24,Snacks,355.83,3,1067.49,860.41
2024-01-02,Store_8,Nagpur,Product_8,Beverages,281.57,3,844.71,537.07
2024-01-02,Store_8,Udaipur,Product_5,Personal Care,57.83,2,115.66,93.51
2024-01-02,Store_8,Lucknow,Product_18,Beverages,403.68,4,1614.72,1012.14
2024-01-02,Store_8,Bhopal,Product_19,Snacks,299.72,1,299.72,236.07
2024-01-02,Store_8,Lucknow,Product_1,Personal Care,488.58,2,977.16,722.91
2024-01-02,Store_8,Lucknow,Product_22,Personal Care,290.79,1,290.79,194.21
2024-01-02,Store_8,Raipur,Product_35,Snacks,460.62,1,460.62,283.9
2024-01-02,Store_8,Varanasi,Product_9,Snacks,356.45,1,356.45,236.1
2024-01-02,Store_8,Varanasi,Product_12,Beverages,301.7,2,603.4,431.22
2024-01-02,Store_8,Raipur,Product_27,Grocery,335.28,3,1005.84,843.11
2024-01-02,Store_9,Bhopal,Product_19,Personal Care,23.03,1,23.03,17.84
2024-01-02,Store_9,Bhopal,Product_5,Beverages,182.79,3,548.37,479.22
2024-01-02,Store_9,Indore,Product_41,Grocery,495.95,1,495.95,396.79
2024-01-02,Store_9,Jodhpur,Product_9,Personal Care,265.3,1,265.3,163.87
2024-01-02,Store_9,Nagpur,Product_44,Grocery,472.0,3,1416.0,917.42
2024-01-02,Store_9,Jodhpur,Product_50,Stationery,450.52,3,1351.56,860.51
2024-01-02,Store_9,Raipur,Product_9,Grocery,203.98,1,203.98,160.88
2024-01-02,Store_9,Nagpur,Product_34,Beverages,457.59,4,1830.36,1287.95
2024-01-02,Store_9,Lucknow,Product_31,Personal Care,391.5,3,1174.5,960.75
2024-01-02,Store_9,Raipur,Product_9,Snacks,193.59,2,387.18,270.31
2024-01-02,Store_9,Ranchi,Product_41,Personal Care,163.08,2,326.16,197.72
2024-01-02,Store_10,Nagpur,Product_7,Personal Care,364.83,4,1459.32,1099.37
2024-01-02,Store_10,Ranchi,Product_48,Stationery,251.59,4,1006.36,667.6
2024-01-02,Store_10,Raipur,Product_11,Personal Care,197.53,2,395.06,249.28
2024-01-02,Store_10,Ranchi,Product_33,Stationery,355.86,3,1067.58,688.49
2024-01-02,Store_10,Indore,Product_7,Snacks,183.01,3,549.03,456.46
2024-01-02,Store_10,Bhopal,Product_3,Grocery,359.27,1,359.27,313.74
2024-01-02,Store_11,Ranchi,Product_9,Beverages,338.67,1,338.67,261.66
2024-01-02,Store_11,Raipur,Product_10,Grocery,288.51,4,1154.04,723.97
2024-01-02,Store_11,Jabalpur,Product_48,Grocery,32.21,4,128.84,100.04
2024-01-02,Store_11,Bhopal,Product_11,Grocery,269.22,2,538.44,440.09
2024-01-02,Store_11,Varanasi,Product_32,Stationery,316.25,4,1265.0,812.4
2024-01-02,Store_11,Nagpur,Product_38,Personal Care,242.85,1,242.85,208.59
2024-01-02,Store_11,Jabalpur,Product_29,Stationery,426.89,4,1707.56,1053.3
2024-01-02,Store_11,Bhopal,Product_4,Snacks,214.94,4,859.76,540.23
2024-01-02,Store_11,Varanasi,Product_5,Grocery,50.52,2,101.04,76.03
2024-01-02,Store_11,Raipur,Product_40,Stationery,499.75,2,999.5,690.09
2024-01-02,Store_11,Jabalpur,Product_38,Snacks,381.07,4,1524.28,1054.34
2024-01-02,Store_12,Jabalpur,Product_18,Grocery,332.73,1,332.73,214.42
2024-01-02,Store_12,Udaipur,Product_3,Snacks,371.68,1,371.68,315.09
2024-01-02,Store_12,Raipur,Product_48,Stationery,340.83,3,1022.49,812.11
2024-01-02,Store_12,Varanasi,Product_22,Grocery,166.02,2,332.04,236.5
2024-01-02,Store_12,Indore,Product_8,Personal Care,28.54,4,114.16,73.55
2024-01-02,Store_12,Nagpur,Product_23,Grocery,39.34,1,39.34,23.67
2024-01-02,Store_13,Nagpur,Product_29,Snacks,89.06,2,178.12,146.78
2024-01-02,Store_13,Varanasi,Product_28,Snacks,23.57,1,23.57,16.37
2024-01-02,Store_13,Raipur,Product_39,Beverages,283.35,4,1133.4,909.7
2024-01-02,Store_13,Indore,Product_31,Snacks,271.73,3,815.19,727.62
2024-01-02,Store_13,Varanasi,Product_10,Personal Care,355.91,1,355.91,268.46
2024-01-02,Store_13,Ranchi,Product_2,Stationery,109.99,1,109.99,77.28
2024-01-02,Store_13,Bhopal,Product_21,Stationery,314.79,2,629.58,490.8
2024-01-02,Store_13,Lucknow,Product_11,Stationery,428.35,2,856.7,606.79
2024-01-02,Store_13,Bhopal,Product_9,Beverages,72.71,2,145.42,118.58
2024-01-02,Store_13,Jabalpur,Product_14,Stationery,265.44,3,796.32,710.8
2024-01-02,Store_13,Indore,Product_10,Grocery,304.41,2,608.82,408.61
2024-01-02,Store_13,Indore,Product_13,Stationery,82.72,2,165.44,135.26
